# Notes : 
#Entity List : 3 of 29 Filtered on Flags [Present] 
#Interpretation : Sample  (Non-averaged)
#Experiment : Quant - Green Tea All Compounds_SBAQ_Area
#Data to filter on : Raw Data
#Lower cut-off: 20000.0
#Upper cut-off: 63766108.0
#Entities where at least 3 out of 29 samples have values within cut-off
# Technology : MassHunterQuant.LCMS_IDENTIFIED_COMPOUNDS.Quant All Tea Compounds_2022_Feb_06_15_19_59
# Owner : gxuser
# Created On : Mon Feb 07 10:43:18 MST 2022
Compound	report.results_GT_001_SBAQ_1(raw)	report.results_GT_001_SBAQ_10(raw)	report.results_GT_001_SBAQ_11(raw)	report.results_GT_001_SBAQ_12(raw)	report.results_GT_001_SBAQ_13(raw)	report.results_GT_001_SBAQ_14(raw)	report.results_GT_001_SBAQ_15(raw)	report.results_GT_001_SBAQ_16(raw)	report.results_GT_001_SBAQ_17(raw)	report.results_GT_001_SBAQ_18(raw)	report.results_GT_001_SBAQ_19(raw)	report.results_GT_001_SBAQ_2(raw)	report.results_GT_001_SBAQ_20(raw)	report.results_GT_001_SBAQ_21(raw)	report.results_GT_001_SBAQ_22(raw)	report.results_GT_001_SBAQ_23(raw)	report.results_GT_001_SBAQ_24(raw)	report.results_GT_001_SBAQ_25(raw)	report.results_GT_001_SBAQ_26(raw)	report.results_GT_001_SBAQ_27(raw)	report.results_GT_001_SBAQ_28(raw)	report.results_GT_001_SBAQ_29(raw)	report.results_GT_001_SBAQ_3(raw)	report.results_GT_001_SBAQ_4(raw)	report.results_GT_001_SBAQ_5(raw)	report.results_GT_001_SBAQ_6(raw)	report.results_GT_001_SBAQ_7(raw)	report.results_GT_001_SBAQ_8(raw)	report.results_GT_001_SBAQ_9(raw)	report.results_GT_001_SBAQ_1: Log2(normalized)	report.results_GT_001_SBAQ_10: Log2(normalized)	report.results_GT_001_SBAQ_11: Log2(normalized)	report.results_GT_001_SBAQ_12: Log2(normalized)	report.results_GT_001_SBAQ_13: Log2(normalized)	report.results_GT_001_SBAQ_14: Log2(normalized)	report.results_GT_001_SBAQ_15: Log2(normalized)	report.results_GT_001_SBAQ_16: Log2(normalized)	report.results_GT_001_SBAQ_17: Log2(normalized)	report.results_GT_001_SBAQ_18: Log2(normalized)	report.results_GT_001_SBAQ_19: Log2(normalized)	report.results_GT_001_SBAQ_2: Log2(normalized)	report.results_GT_001_SBAQ_20: Log2(normalized)	report.results_GT_001_SBAQ_21: Log2(normalized)	report.results_GT_001_SBAQ_22: Log2(normalized)	report.results_GT_001_SBAQ_23: Log2(normalized)	report.results_GT_001_SBAQ_24: Log2(normalized)	report.results_GT_001_SBAQ_25: Log2(normalized)	report.results_GT_001_SBAQ_26: Log2(normalized)	report.results_GT_001_SBAQ_27: Log2(normalized)	report.results_GT_001_SBAQ_28: Log2(normalized)	report.results_GT_001_SBAQ_29: Log2(normalized)	report.results_GT_001_SBAQ_3: Log2(normalized)	report.results_GT_001_SBAQ_4: Log2(normalized)	report.results_GT_001_SBAQ_5: Log2(normalized)	report.results_GT_001_SBAQ_6: Log2(normalized)	report.results_GT_001_SBAQ_7: Log2(normalized)	report.results_GT_001_SBAQ_8: Log2(normalized)	report.results_GT_001_SBAQ_9: Log2(normalized)	Compound Name	Retention Time	Measured Retention Time	Product Mass	QualifierMass	CASNumber	CompoundType	ISTDCompoundName	Mass Column
C943 - 3.968	52926.59	111831.87	80475.35	39389.86	62409.707	40024.305	67604.945	61765.48	77677.164	108820.53	76979.945	89074.21	50437.203	40713.973	118350.32	76354.49	89759.57	76760.1	38875.41	84256.305	80744.44	77516.2	100976.336	59175.242	70749.42	93292.39	61415.766	109464.76	85692.32	15.691706	16.770971	16.296259	15.265536	15.929483	15.288589	16.04484	15.914514	16.245203	16.73159	16.232195	16.44272	15.622201	15.313236	16.852703	16.220425	16.45378	16.22807	15.246571	16.362497	16.301075	16.24221	16.623657	15.852706	16.110432	16.509472	15.906322	16.740107	16.386879	C943 - 3.968	3.968	3.9611833	139.0502	122.0241		Target		0.0
RIBOFLAVIN**_7.446	141187.16	370434.2	146262.44	110538.83	206271.42	534008.3	68877.16	106977.336	43307.16	101840.74	31858.586	123842.86	77715.39	75406.7	252669.16	79118.97	77610.23	43301.36	138465.22	114571.55	496310.03	64193.37	212033.02	495624.8	201185.7	153335.64	156769.06	155822.66	79889.19	17.107248	18.498857	17.1582	16.754194	17.654184	19.026503	16.071737	16.706945	15.402318	16.635954	14.959394	16.91815	16.245913	16.202406	17.94689	16.271736	16.24396	15.402125	17.079165	16.80589	18.920881	15.970137	17.693928	18.918888	17.618168	17.226334	17.258282	17.249544	16.285713	RIBOFLAVIN**_7.446	7.446	7.462983	377.1463	378.1501	13123-37-0	Target		0.0
Ethyl-p-methoxycinnamate_8.596	23807.701	1.0E-5	11904.163	11054.517	10548.205	35742.03	1.0E-5	1.0E-5	1.0E-5	19719.37	10937.016	1.0E-5	18108.49	26144.375	1.0E-5	1.0E-5	14180.127	16901.2	22588.266	1.0E-5	5541.132	15598.316	1.0E-5	1.0E-5	24767.977	1.0E-5	9064.402	1.0E-5	5648.429	14.539141	-16.60964	13.539179	13.432348	13.36471	15.125334	-16.60964	-16.60964	-16.60964	14.267325	13.416932	-16.60964	14.144379	14.674213	-16.60964	-16.60964	13.791583	14.044838	14.463285	-16.60964	12.435965	13.929103	-16.60964	-16.60964	14.596189	-16.60964	13.145996	-16.60964	12.463634	Ethyl-p-methoxycinnamate_8.596	8.596	8.580584	207.1015	208.1048	24393-56-4	Target		0.0
gamma-Glutamyl-alanine_1.2	113617.51	100310.734	113138.63	109164.62	74914.484	135049.44	94001.85	60944.35	38892.43	52960.703	42687.074	84624.21	62389.78	108231.96	98874.65	76798.19	28303.371	49776.305	149607.53	100229.664	64411.164	71185.914	53295.277	106279.28	53619.805	97955.875	75467.61	63591.926	80300.18	16.793825	16.614117	16.787731	16.736147	16.192957	17.043129	16.520401	15.895205	15.247202	15.692634	15.381512	16.368784	15.929022	16.723768	16.593313	16.228785	14.788687	15.603171	17.190823	16.61295	15.975022	16.119303	15.70172	16.6975	15.710479	16.579844	16.20357	15.956555	16.293116	gamma-Glutamyl-alanine_1.2	1.2	1.2292833	219.0981	220.1021	5875-41-2	Target		0.0
Phenethyl rutinoside_4.728	22256.857	1.0E-5	129875.125	89963.12	1.0E-5	95011.97	1.0E-5	8608.223	1.0E-5	1.0E-5	1.0E-5	27418.348	32869.63	69988.14	24805.656	1.0E-5	50198.203	24506.033	100050.055	28243.908	1.0E-5	1.0E-5	68232.516	16714.285	33058.9	10535.296	15577.967	72129.25	1.0E-5	14.441962	-16.60964	16.986765	16.457047	-16.60964	16.535822	-16.60964	13.0715	-16.60964	-16.60964	-16.60964	14.742853	15.004468	16.094824	14.598381	-16.60964	15.615348	14.580849	16.610363	14.785652	-16.60964	-16.60964	16.058172	14.028794	15.012751	13.362944	13.927219	16.138298	-16.60964	Phenethyl rutinoside_4.728	4.728		431.1926	432.1952	88510-08-1	Target		0.0
C977 - 3.018	1.0E-5	104747.0	56604.543	46672.305	22919.305	58018.74	16515.275	20524.604	60161.586	1.0E-5	1.0E-5	12751.764	37758.76	24542.375	58720.86	41754.12	49667.293	54146.625	55404.26	50959.152	13447.121	44365.953	51445.4	6123.9146	1.0E-5	35208.535	8769.952	16983.342	15282.726	-16.60964	16.67655	15.7886305	15.510279	14.484276	15.824231	14.011513	14.325067	15.876555	-16.60964	-16.60964	13.638409	15.204524	14.582987	15.841586	15.34963	15.600008	15.724585	15.7577095	15.6370535	13.71501	15.437165	15.650754	12.580237	-16.60964	15.103638	13.098352	14.051833	13.899614	C977 - 3.018	3.018	2.9926	168.0633	146.0811		Target		0.0
C999 - 1.973	27551.309	72183.92	37082.43	1.0E-5	19553.328	104965.94	31840.494	1.0E-5	1.0E-5	12510.8	22265.578	25091.553	1.0E-5	8123.22	49175.496	15935.305	1.0E-5	14257.536	24962.762	27177.81	4733.599	22882.74	48914.31	401.06583	23882.498	43075.105	1.0E-5	1.0E-5	19074.475	14.749833	16.139389	15.178449	-16.60964	14.255126	16.679562	14.958575	-16.60964	-16.60964	13.610886	14.442528	14.614914	-16.60964	12.987835	15.585652	13.959939	-16.60964	13.799437	14.60749	14.730142	12.208722	14.481973	15.577969	8.647695	14.543666	15.394566	-16.60964	-16.60964	14.219357	C999 - 1.973	1.973		145.0477	146.0481		Target		0.0
2,5-Furandicarboxylic acid_1.474	84726.74	106907.586	151247.69	164855.05	1.0E-5	7217.087	117152.58	1.0E-5	147796.16	1.0E-5	1.0E-5	1.0E-5	1.0E-5	117060.3	7919.3574	104532.625	15828.257	112145.055	83800.11	21855.943	6015.8267	1.0E-5	129083.82	1.0E-5	604.2609	68747.16	1.0E-5	1.0E-5	118133.2	16.37053	16.706005	17.206553	17.33084	-16.60964	12.817201	16.838028	-16.60964	17.173248	-16.60964	-16.60964	-16.60964	-16.60964	16.836893	12.951167	16.673594	13.950214	16.775005	16.354664	14.415738	12.554547	-16.60964	16.97795	-16.60964	9.239028	16.069012	-16.60964	-16.60964	16.850056	2,5-Furandicarboxylic acid_1.474	1.474	1.5273	157.0134		3238-40-2	Target		0.0
C1015 - 8.912	1.0E-5	37292.79	56781.023	1.0E-5	8989.047	1.0E-5	1193.122	2790.9214	2168.4785	4461.996	1.0E-5	2231.193	532.88403	1.0E-5	1.0E-5	2086.935	4312.349	1334.7102	1.0E-5	1.0E-5	749.95825	1.0E-5	10154.062	20931.043	5271.1562	21402.158	1.0E-5	9205.476	2093.022	-16.60964	15.186608	15.793121	-16.60964	13.133952	-16.60964	10.220526	11.446526	11.082468	12.123474	-16.60964	11.1236	9.057677	-16.60964	-16.60964	11.02717	12.074258	10.382311	-16.60964	-16.60964	9.550667	-16.60964	13.309769	14.353357	12.363904	14.3854685	-16.60964	13.168277	11.031372	C1015 - 8.912	8.912		371.1675	372.1705		Target		0.0
Lysyl-Glycine_2.368	723662.75	1204735.0	849563.0	771787.4	764586.3	996112.94	1027663.8	958960.25	881171.8	1111783.9	943221.44	1057149.1	698356.1	688559.44	1288042.2	1204054.4	1017782.94	1153281.1	815053.25	1000993.7	957708.75	1300439.2	1389551.6	1116731.8	990162.1	1072876.1	671683.9	1000625.75	1030397.4	19.464958	20.200285	19.696362	19.557844	19.544321	19.92595	19.970936	19.871113	19.749063	20.084444	19.847237	20.011747	19.413605	19.39322	20.29675	20.19947	19.956999	20.137312	19.636534	19.933	19.869226	20.310568	20.406189	20.09085	19.917305	20.033052	19.357424	19.932472	19.97477	Lysyl-Glycine_2.368	2.368	2.3386	204.1328	205.1351		Target		0.0
THEOPHYLLINE**_7.141	114373.45	100775.24	170579.77	97042.88	99812.125	1.0E-5	141132.53	192155.16	170691.44	125847.17	78942.36	113667.82	141275.97	53022.1	84207.4	143627.53	244754.16	131960.47	129981.74	160845.9	82597.06	250970.56	132023.22	82813.35	174760.39	139942.34	89918.984	160226.8	235155.1	16.803392	16.62078	17.380087	16.566336	16.606926	-16.60964	17.106691	17.551912	17.381031	16.941313	16.26851	16.794464	17.108156	15.694305	16.361658	17.131973	17.900974	17.009747	16.98795	17.29532	16.333803	17.937159	17.010433	16.337576	17.415018	17.094473	16.456337	17.289755	17.843254	THEOPHYLLINE**_7.141	7.141		181.0723	182.0759	22055-22-7	Target		0.0
Triacanthine_1.408	2157899.0	1.7084664E7	1111613.8	1.7226572E7	7866026.5	6922258.5	1597303.6	6649254.5	1.9045008E7	2634654.2	6588747.0	3836333.0	7292506.5	1544435.0	1.994368E7	1983135.8	3353337.0	1.8487684E7	1.5599521E7	1.5798714E7	9554806.0	7239099.5	2.3291482E7	5139993.5	1487895.8	1.2709104E7	6702272.0	8780706.0	1388037.1	21.041195	24.0262	20.084225	24.038134	22.907204	22.72281	20.607208	22.66476	24.182909	21.329182	22.651571	21.871296	22.797983	20.558647	24.249428	20.919352	21.677166	24.14006	23.894997	23.913303	23.187796	22.787378	24.473299	22.293335	20.504843	23.59936	22.67622	23.065907	20.404615	Triacanthine_1.408	1.408	1.4445167	204.1233	205.1261	10091-84-6	Target		0.0
Menisporphine_1.669	17558.703	7194.1006	12353.2705	56084.125	19351.342	27093.51	20203.05	1.0E-5	21124.096	1.0E-5	1.0E-5	11597.8125	12921.521	1.0E-5	19259.027	1.0E-5	1.0E-5	6301.7915	26263.828	17285.27	19886.127	14241.611	9454.254	5040.7974	9326.603	10010.073	10931.522	14576.905	9122.2705	14.099898	12.812599	13.592605	15.775306	14.240146	14.725659	14.302285	-16.60964	14.366602	-16.60964	-16.60964	13.501565	13.657489	-16.60964	14.233247	-16.60964	-16.60964	12.621547	14.68079	14.077256	14.279474	13.797824	13.206747	12.299436	13.187136	13.2891655	13.416207	13.831396	13.155177	Menisporphine_1.669	1.669		322.1088	323.1049	83287-02-9	Target		0.0
C1115 - 2.507	22581.46	14603.587	13026.267	15377.914	7895.5864	17802.748	11097.879	6371.5645	1.0E-5	6286.7026	21023.736	13894.339	9824.656	15068.049	1.0E-5	11121.825	23631.254	24890.42	1.0E-5	6613.6167	8598.228	30713.213	10572.227	16044.482	5084.5557	19664.107	7588.599	18391.63	10043.039	14.462851	13.834035	13.669136	13.908572	12.946831	14.119813	13.437997	12.637432	-16.60964	12.618088	14.359732	13.76221	13.262192	13.879205	-16.60964	13.441106	14.528409	14.603303	-16.60964	12.691223	13.069823	14.906571	13.367991	13.96979	12.311907	14.263276	12.889618	14.166761	13.293908	C1115 - 2.507	2.507	2.5124333	144.0658	166.0474		Target		0.0
C1137 - 6.176	22973.291	39021.117	28843.629	25744.758	25579.504	17396.01	38981.473	20960.443	34327.855	13734.065	24167.916	33067.996	31575.621	16056.672	41588.145	39323.895	33638.22	30470.479	24119.33	35233.1	25913.191	41618.973	1.0E-5	15821.713	24912.404	40856.016	35740.062	21121.877	33910.27	14.48767	15.251967	14.815966	14.65199	14.6427	14.086469	15.250501	14.355382	15.067092	13.745471	14.560805	15.013148	14.946524	13.970885	15.343884	15.263119	15.037813	14.895124	14.557902	15.104643	14.661399	15.344954	-16.60964	13.949618	14.604577	15.318261	15.125255	14.366451	15.049434	C1137 - 6.176	6.176	6.16325	281.1073	282.1094		Target		0.0
2-(1-Ethoxy-2-hydroxy)propyl-4-methoxyphenol_7.363	21983.977	19103.723	16473.295	17625.605	21223.133	6254.7183	19329.803	26583.86	20741.688	21483.168	24021.53	17736.336	24400.02	20355.041	5422.666	19420.213	20707.36	1.0E-5	30651.86	23196.086	20126.48	22392.332	1.0E-5	20022.938	31527.578	23709.193	32667.836	7491.263	24578.967	14.424164	14.221566	14.007841	14.105386	14.373349	12.610729	14.23854	14.698263	14.340245	14.39092	14.552041	14.114421	14.5745945	14.313098	12.404787	14.245272	14.337856	-16.60964	14.903687	14.501594	14.296807	14.450717	-16.60964	14.289366	14.944326	14.533158	14.995583	12.870993	14.585137	2-(1-Ethoxy-2-hydroxy)propyl-4-methoxyphenol_7.363	7.363		227.128	228.1286		Target		0.0
Dopamine_2.414	154923.33	98412.336	87745.06	98580.29	155290.47	179834.97	129139.82	1878.9321	955.4059	4138.659	798.2309	1.0E-5	94782.93	102635.25	166094.73	424.6663	1.0E-5	518.0172	110546.52	138894.3	145781.08	1.0E-5	1312.8904	217434.27	2147.3484	1.0E-5	83568.375	114980.305	1282.7975	17.241194	16.586552	16.42103	16.589012	17.24461	17.456314	16.978575	10.875697	9.89997	12.014947	9.640662	-16.60964	16.53234	16.647167	17.341646	8.730186	-16.60964	9.016856	16.754293	17.083628	17.153444	-16.60964	10.358531	17.730219	11.06834	-16.60964	16.35067	16.811028	10.325077	Dopamine_2.414	2.414		154.0855		51-61-6	Target		0.0
Methylanthranilate_1.703	28321.766	59174.523	55271.465	12650.209	42606.96	50555.28	53534.86	76220.61	30124.414	76688.41	55436.914	70432.56	74402.94	34475.33	40674.95	50140.59	53918.133	35955.113	60082.74	35914.645	48685.51	57984.0	53938.59	69644.734	36559.914	42719.49	74350.37	104147.61	70331.28	14.789623	15.852688	15.754248	13.626873	15.378801	15.625574	15.708191	16.217894	14.878646	16.22672	15.75856	16.103954	16.183073	15.0732765	15.311853	15.613691	15.718482	15.133909	15.874663	15.132284	15.571204	15.823367	15.719029	16.087727	15.157976	15.382607	16.182053	16.66827	16.10188	Methylanthranilate_1.703	1.703		152.0705	153.0724	134-20-3	Target		0.0
Acetylagmatine_2.216	19666.39	1.0E-5	1466.4312	12532.127	1.0E-5	25618.824	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	20678.803	1.0E-5	1.0E-5	1.0E-5	1.0E-5	20110.12	2333.558	907.0552	1.0E-5	1.0E-5	33897.715	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	14.263444	-16.60964	10.518094	13.613343	-16.60964	14.6449175	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	14.335866	-16.60964	-16.60964	-16.60964	-16.60964	14.295634	11.188315	9.825047	-16.60964	-16.60964	15.048901	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	Acetylagmatine_2.216	2.216		173.139	174.1449	3031-89-8	Target		0.0
Taraxacolide 1-O-b-D-glucopyranoside_8.144	1.0E-5	9104.899	9285.166	9479.899	1.0E-5	2138.6423	6765.1963	13471.718	14627.041	5849.415	5764.9927	7595.9453	12326.352	3883.1143	13950.01	8342.658	8107.524	20552.514	6589.0317	7143.1836	7847.154	11807.72	22916.453	3873.8452	4483.148	11103.9	2010.2087	1740.4458	22766.717	-16.60964	13.152427	13.180712	13.210656	-16.60964	11.062479	12.723916	13.717646	13.836351	12.514077	12.493103	12.891013	13.589458	11.922998	13.767979	13.026292	12.985045	14.327027	12.68585	12.802351	12.937954	13.527443	14.484097	11.919551	12.130297	13.438779	10.973129	10.765241	14.474639	Taraxacolide 1-O-b-D-glucopyranoside_8.144	8.144	8.174933	429.2111	430.2146	75911-12-5	Target		0.0
Psicofuranine_6.066	95668.33	122697.74	150171.7	118519.914	81173.766	146669.16	99779.73	68361.89	106080.63	68247.62	81955.516	74135.62	84541.32	101541.26	142135.45	77717.72	106808.805	89939.4	149908.31	184693.3	151342.23	76163.96	117072.07	188022.61	72956.55	98085.85	105730.945	84466.87	64035.195	16.545753	16.904749	17.196253	16.85477	16.308725	17.162207	16.606459	16.060905	16.694801	16.05849	16.322554	16.17788	16.367369	16.631706	17.116907	16.245956	16.70467	16.456667	17.19372	17.494772	17.207455	16.21682	16.837036	17.520546	16.15475	16.581757	16.690039	16.366096	15.966578	Psicofuranine_6.066	6.066	6.0639167	298.115	299.1172	1874-54-0	Target		0.0
Sinapyl alcohol_8.886	1.0E-5	5950.4614	3706.5222	21100.574	13255.31	7710.0747	25607.797	8107.1035	1.0E-5	5511.2744	1.0E-5	12054.138	1.0E-5	14443.0	10003.435	1.0E-5	8803.658	23667.793	25225.09	8699.611	9148.162	18030.771	6982.716	10395.364	10229.789	20561.947	13579.828	20503.371	36060.176	-16.60964	12.538786	11.855851	14.364994	13.694283	12.912529	14.644295	12.984971	-16.60964	12.428171	-16.60964	13.557241	-16.60964	13.818082	13.288208	-16.60964	13.103888	14.530638	14.622572	13.086735	13.159266	14.138174	12.769573	13.343653	13.320488	14.327689	13.729178	14.323574	15.13812	Sinapyl alcohol_8.886	8.886	8.903434	211.0965	212.0997	537-33-7	Target		0.0
C1201 - 0.848	1150002.0	1141799.5	1445870.4	1699456.5	810259.4	1078565.8	1368181.8	868463.6	1807264.8	840570.75	984792.4	1096296.4	896983.94	1243698.5	1404127.2	1295880.0	1835927.2	1376827.9	1412375.9	1205276.1	689535.0	1347853.9	1506279.6	746874.7	928829.5	1273805.5	715530.75	887731.6	1222504.0	20.133205	20.122879	20.463507	20.696642	19.628023	20.040684	20.383827	19.728106	20.785376	19.68101	19.90946	20.064205	19.774721	20.246204	20.421242	20.3055	20.808077	20.392918	20.429693	20.200932	19.395264	20.362232	20.522558	19.510508	19.825054	20.280712	19.448654	19.759764	20.221407	C1201 - 0.848	0.848	0.8319	198.9408	199.9414		Target		0.0
5-Aminoimidazole ribonucleotide_1.025	2364329.5	1988063.2	1879555.2	1451918.2	2486422.0	2293260.5	2238600.2	2537639.0	1403287.6	2495838.8	2393610.2	2297116.8	2313059.0	2522347.2	1815216.8	1917096.0	1590213.8	2157655.8	1889383.5	1719276.0	2302330.5	1993703.5	1373042.6	2292890.5	2459303.0	1482179.4	1745335.0	2570448.2	2060860.9	21.173	20.922932	20.841959	20.469528	21.24564	21.12897	21.094166	21.275057	20.42038	21.251093	21.190758	21.131393	21.14137	21.266336	20.79171	20.870491	20.600788	21.041033	20.849483	20.71337	21.134663	20.92702	20.388945	21.128736	21.229818	20.499289	20.735073	21.293589	20.974815	5-Aminoimidazole ribonucleotide_1.025	1.025	1.0140333	296.0667		25635-88-5	Target		0.0
Volemitol_6.34	1.0E-5	1.0E-5	35242.43	1.0E-5	1.0E-5	1.0E-5	39274.71	1.0E-5	52620.688	1.0E-5	1.0E-5	1.0E-5	20195.775	1.0E-5	30189.436	26009.926	48893.547	17091.338	1.0E-5	35362.758	1.0E-5	1.0E-5	22075.494	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	-16.60964	-16.60964	15.105025	-16.60964	-16.60964	-16.60964	15.2613125	-16.60964	15.683343	-16.60964	-16.60964	-16.60964	14.301766	-16.60964	14.881757	14.666774	15.577356	14.060978	-16.60964	15.109943	-16.60964	-16.60964	14.430158	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	Volemitol_6.34	6.34		213.0975	214.1012		Target		0.0
Nigakilactone H_9.448	1.0E-5	91784.516	91630.37	45418.7	1.0E-5	25800.775	41896.61	31434.65	36338.914	28744.332	38260.29	1.0E-5	62972.234	22572.838	72108.37	25318.484	51225.78	16130.974	49754.207	60910.4	46292.094	1.0E-5	94650.8	13471.735	1.0E-5	42987.383	56432.234	66527.45	23485.203	-16.60964	16.485964	16.483538	15.471	-16.60964	14.655128	15.354547	14.940068	15.149228	14.81099	15.22356	-16.60964	15.942429	14.4623	16.137878	14.627903	15.644582	13.977546	15.6025305	15.894402	15.498478	-16.60964	16.530327	13.7176485	-16.60964	15.391625	15.784232	16.021662	14.5194645	Nigakilactone H_9.448	9.448		425.2155	426.2187		Target		0.0
C1257 - 1.829	140833.17	142950.61	152429.89	160510.25	167525.84	171897.6	105032.68	96280.44	96615.44	126989.31	470968.56	124177.77	118732.24	121465.664	129117.74	132754.28	173404.12	159008.47	127050.87	102700.23	108185.5	118015.95	83261.28	118377.67	198876.4	1.0E-5	67665.86	81821.54	102624.76	17.103628	17.125156	17.217785	17.292307	17.354023	17.39119	16.68048	16.554955	16.559965	16.954348	18.845272	16.922047	16.857353	16.890188	16.978329	17.018398	17.403778	17.278744	16.955048	16.64808	16.723146	16.848623	16.345358	16.853039	17.601513	-16.60964	16.04614	16.320192	16.647018	C1257 - 1.829	1.829	1.8336	204.0631	407.1157		Target		0.0
C1262 - 1.466	1.0E-5	1.0E-5	1.0E-5	1.0E-5	117979.9	143255.03	1.0E-5	171430.27	703541.4	115236.164	1.0E-5	532185.94	1.0E-5	1.0E-5	209900.45	320324.1	1.0E-5	255218.3	1.0E-5	1.0E-5	71610.3	1.0E-5	1.0E-5	149171.75	160201.0	731946.9	1.0E-5	1.0E-5	1.0E-5	-16.60964	-16.60964	-16.60964	-16.60964	16.84818	17.128227	-16.60964	17.387262	19.424274	16.814234	-16.60964	19.021572	-16.60964	-16.60964	17.679346	18.289173	-16.60964	17.961372	-16.60964	-16.60964	16.12788	-16.60964	-16.60964	17.186615	17.289524	19.481379	-16.60964	-16.60964	-16.60964	C1262 - 1.466	1.466		276.1458	293.1707		Target		0.0
Marchantin C_6.778	55041.348	1.0E-5	640.8225	1.0E-5	62283.44	1.0E-5	10619.085	51653.625	16058.709	65998.82	50868.52	62498.098	2530.7139	40996.105	1030.4817	55252.344	7012.15	56000.355	8838.173	5370.8022	4078.199	84602.35	2046.8129	1763.6047	66141.69	5429.4565	3649.4136	49365.613	51677.7	15.748228	-16.60964	9.323781	-16.60964	15.92656	-16.60964	13.374372	15.656582	13.971068	16.010153	15.634486	15.931525	11.305328	15.323198	10.009104	15.753748	12.775641	15.773148	13.109533	12.390922	11.993716	16.36841	10.999164	10.784311	16.013271	12.406591	11.833449	15.591219	15.657253	Marchantin C_6.778	6.778		425.1763	426.1756		Target		0.0
C1287 - 5.388	9755.187	16315.175	23753.047	6997.6978	26736.766	6378.2905	30930.533	28495.172	36356.273	29722.488	21834.55	5821.0415	25949.783	6165.075	31803.346	24709.168	39015.902	29500.547	6012.776	26600.88	33098.582	33243.438	32868.227	1.0E-5	26247.412	24370.494	14213.434	23116.992	22988.406	13.251954	13.993927	14.535825	12.772664	14.706538	12.638954	14.916744	14.79843	15.149918	14.859266	14.414326	12.507061	14.663435	12.589903	14.956891	14.592758	15.251775	14.8484535	12.553816	14.699186	15.014482	15.0207815	15.004406	-16.60964	14.679888	14.572848	13.794968	14.496667	14.488619	C1287 - 5.388	5.388		213.0985	235.0803		Target		0.0
gamma-Methylene glutamic acid_1.538	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	103661.42	1.0E-5	1.0E-5	1.0E-5	1.0E-5	133216.17	1.0E-5	1.0E-5	49707.41	495225.22	132986.25	57773.81	1.0E-5	91592.79	1.0E-5	1.0E-5	1.0E-5	114750.33	1.0E-5	54547.004	195242.38	1.0E-5	94998.69	1.0E-5	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	16.66152	-16.60964	-16.60964	-16.60964	-16.60964	17.023409	-16.60964	-16.60964	15.601173	18.917727	17.020918	15.818128	-16.60964	16.482946	-16.60964	-16.60964	-16.60964	16.808138	-16.60964	15.735212	17.574907	-16.60964	16.53562	-16.60964	gamma-Methylene glutamic acid_1.538	1.538	1.5024667	160.0606		7150-74-5	Target		0.0
L-Pyridosine_6.949	25454.686	29911.717	7714.995	15461.146	7147.4585	35486.61	12362.05	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	9343.488	15541.08	21206.025	1.0E-5	1.0E-5	1.0E-5	15739.106	18220.197	10190.797	3071.9346	1.0E-5	21139.732	1.0E-5	1.0E-5	5966.7827	1761.2297	1.0E-5	14.635644	14.8684225	12.913449	13.91636	12.803214	15.114987	13.59363	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	13.189746	13.9237995	14.372187	-16.60964	-16.60964	-16.60964	13.942066	14.153251	13.31498	11.584931	-16.60964	14.36767	-16.60964	-16.60964	12.542737	10.782368	-16.60964	L-Pyridosine_6.949	6.949		277.1168	278.1198	31489-08-4	Target		0.0
Vasicinone_1.81	247622.05	12710.904	27196.203	47005.15	172330.7	7685.5513	16370.763	34246.27	1.0E-5	165244.78	371647.5	217400.27	16939.172	46683.207	1.0E-5	171950.77	22946.174	150445.0	1.0E-5	1.0E-5	17678.031	156588.06	1.0E-5	22216.69	116859.14	41632.363	18626.209	39918.703	158896.6	17.91778	13.633779	14.731117	15.520532	17.394821	12.907933	13.998834	15.063659	-16.60964	17.334246	18.503574	17.729994	14.048076	15.510615	-16.60964	17.391636	14.485967	17.198875	-16.60964	-16.60964	14.10967	17.256615	-16.60964	14.439357	16.834412	15.345418	14.185046	15.284778	17.277729	Vasicinone_1.81	1.81		203.0809	204.0819	486-64-6	Target		0.0
